model,performance (ralative)
ssd300,0.7595987979766357
mobilenet-ssd,0.9979369291760003
ssd512,0.30896949890008896
ssd_mobilenet_v2_coco,0.9878173307667585
ssd_mobilenet_v1_fpn_coco,0.521161053498925
yolo-v3,0.7276222414584217
faster_rcnn_resnet101_coco,0.0
yolo-v3-tiny,0.9825104073315373
faster_rcnn_resnet50_coco,0.20598568206634726
ssdlite_mobilenet_v2,1.0
ssd_mobilenet_v1_coco,0.9960307405882807
faster_rcnn_inception_v2_coco,0.7707061991390913
